DATE,CA,T_WA
2019-12-05,53.915000000000006,53.915000000000006
2019-12-06,55.6290909090909,55.629090909090905
2019-12-07,57.4385,57.438500000000005
2019-12-08,54.96090909090909,54.96090909090909
2019-12-09,51.49318181818182,51.49318181818182
2019-12-10,50.75136363636364,50.75136363636364
2019-12-11,52.59363636363637,52.59363636363637
2019-12-12,55.79272727272728,55.79272727272728
2019-12-13,54.89818181818183,54.89818181818183
2019-12-14,52.36863636363636,52.36863636363636
2019-12-15,48.1509090909091,48.1509090909091
2019-12-16,47.6790909090909,47.6790909090909
2019-12-17,47.92181818181818,47.92181818181818
2019-12-18,47.50454545454545,47.50454545454545
2019-12-19,49.71363636363637,49.71363636363637
2019-12-20,52.57590909090909,52.57590909090909
2019-12-21,53.02318181818182,53.02318181818182
2019-12-22,52.16,52.16
2019-12-23,47.44727272727273,47.44727272727273
2019-12-24,46.68636363636364,46.68636363636364
2019-12-25,47.165,47.165
2019-12-26,45.82318181818182,45.82318181818182
2019-12-27,46.51863636363636,46.51863636363636
2019-12-28,48.54363636363637,48.54363636363637
2019-12-29,48.26954545454545,48.26954545454545
2019-12-30,50.36,50.36
2019-12-31,52.31136363636364,52.31136363636364
2020-01-01,50.86884615384615,50.86884615384615
2020-01-02,51.990384615384606,51.990384615384606
2020-01-03,52.350384615384606,52.350384615384606
2020-01-04,51.4573076923077,51.4573076923077
2020-01-05,49.80846153846154,49.80846153846154
2020-01-06,50.75807692307693,50.75807692307693
2020-01-07,48.39875,48.39875
2020-01-08,48.448076923076925,48.448076923076925
2020-01-09,48.22076923076922,48.22076923076922
2020-01-10,47.09230769230769,47.09230769230769
2020-01-11,49.394230769230774,49.394230769230774
2020-01-12,46.73923076923077,46.73923076923077
2020-01-13,47.71625,47.71625
2020-01-14,48.79653846153846,48.79653846153846
2020-01-15,46.69076923076923,46.69076923076923
2020-01-16,47.39,47.39
2020-01-17,46.105769230769226,46.105769230769226
2020-01-18,47.7223076923077,47.7223076923077
2020-01-19,49.42192307692307,49.42192307692307
2020-01-20,50.73384615384616,50.73384615384616
2020-01-21,51.79653846153846,51.79653846153846
2020-01-22,52.70576923076924,52.70576923076924
2020-01-23,52.861538461538466,52.861538461538466
2020-01-24,53.5723076923077,53.5723076923077
2020-01-25,54.58653846153847,54.586538461538474
2020-01-26,54.98,54.98
2020-01-27,53.4996153846154,53.4996153846154
2020-01-28,53.29423076923078,53.29423076923078
2020-01-29,53.79730769230769,53.79730769230769
2020-01-30,55.168076923076924,55.168076923076924
2020-01-31,56.33461538461539,56.33461538461539
2020-02-01,56.09230769230769,56.09230769230769
2020-02-02,51.5023076923077,51.5023076923077
2020-02-03,45.365,45.365
2020-02-04,45.17807692307692,45.17807692307692
2020-02-05,48.63269230769231,48.63269230769231
2020-02-06,52.44384615384615,52.44384615384615
2020-02-07,52.89038461538462,52.89038461538462
2020-02-08,52.92615384615385,52.92615384615385
2020-02-09,51.637307692307694,51.637307692307694
2020-02-10,53.979615384615386,53.979615384615386
2020-02-11,55.43807692307693,55.43807692307693
2020-02-12,54.03615384615385,54.03615384615385
2020-02-13,52.56615384615385,52.56615384615385
2020-02-14,52.13230769230769,52.13230769230769
2020-02-15,53.170769230769224,53.170769230769224
