DATE,TX,T_WA
2018-06-21,82.42875000000002,82.42875000000002
2018-06-22,86.31375,86.31375
2018-06-23,86.81375,86.81375
2018-06-24,87.20875000000002,87.20875000000002
2018-06-25,84.28875000000002,84.28875000000002
2018-06-26,86.23416666666668,86.23416666666668
2018-06-27,87.185,87.185
2018-06-28,87.3,87.3
2018-06-29,86.61625,86.61625
2018-06-30,85.26749999999998,85.26749999999998
2018-07-01,85.5625,85.5625
2018-07-02,82.625,82.625
2018-07-03,88.03833333333336,88.03833333333336
2018-07-04,84.11875,84.11875
2018-07-05,81.3425,81.3425
2018-07-06,81.54249999999998,81.54249999999998
2018-07-07,79.775,79.775
2018-07-08,77.82333333333334,77.82333333333332
2018-07-09,79.43291666666667,79.43291666666667
2018-07-10,81.03833333333333,81.03833333333333
2018-07-11,83.19,83.19
2018-07-12,83.73124999999997,83.73124999999997
2018-07-13,84.015,84.015
2018-07-14,85.07125000000002,85.07125000000002
2018-07-15,85.28666666666666,85.28666666666666
2018-07-16,85.15125,85.15125
2018-07-17,86.52624999999998,86.52624999999998
2018-07-18,88.40125,88.40125
2018-07-19,90.00874999999998,90.00874999999998
2018-07-20,89.50642857142857,89.50642857142857
2018-07-21,89.35589285714286,89.35589285714286
2018-07-22,89.6875,89.6875
2018-07-23,89.63101190476192,89.63101190476192
2018-07-24,87.54041666666667,87.54041666666667
2018-07-25,88.1439880952381,88.1439880952381
2018-07-26,85.735,85.735
2018-07-27,84.69958333333334,84.69958333333334
2018-07-28,86.38624999999998,86.38624999999998
2018-07-29,88.05999999999997,88.05999999999997
2018-07-30,84.95708333333334,84.95708333333334
2018-07-31,81.31380952380952,81.31380952380951
2018-08-01,81.94958333333334,81.94958333333334
2018-08-02,83.71541666666667,83.71541666666667
2018-08-03,84.89125,84.89125
2018-08-04,84.33500000000002,84.33500000000002
2018-08-05,84.27625,84.27625
2018-08-06,84.11458333333334,84.11458333333334
2018-08-07,85.23041666666667,85.23041666666668
2018-08-08,84.7949579831933,84.7949579831933
2018-08-09,81.93544117647059,81.93544117647059
2018-08-10,80.15875,80.15875
2018-08-11,77.7775,77.7775
2018-08-12,77.65571428571428,77.65571428571428
2018-08-13,79.46970588235294,79.46970588235294
2018-08-14,82.61857142857143,82.61857142857143
2018-08-15,84.43,84.43
2018-08-16,85.775,85.775
2018-08-17,85.80375000000002,85.80375000000002
2018-08-18,84.85514705882352,84.85514705882352
2018-08-19,84.0425,84.0425
2018-08-20,84.0,84.0
2018-08-21,85.96619047619045,85.96619047619045
2018-08-22,84.55125000000002,84.55125000000002
2018-08-23,85.625,85.625
2018-08-24,86.98625,86.98625
2018-08-25,86.44166666666666,86.44166666666666
2018-08-26,86.015,86.015
2018-08-27,86.4325,86.4325
2018-08-28,86.95875,86.95875
2018-08-29,84.98000000000002,84.98000000000002
2018-08-30,84.84,84.84
2018-08-31,84.82375,84.82375
2018-09-01,83.965,83.965
2018-09-02,81.91375000000002,81.91375000000002
2018-09-03,78.46589285714286,78.46589285714286
2018-09-04,78.43125,78.43125
2018-09-05,79.11875,79.11875
2018-09-06,77.64,77.64
2018-09-07,77.21625,77.21625
2018-09-08,76.08808823529412,76.08808823529414
2018-09-09,75.0025,75.0025
2018-09-10,74.26823529411766,74.26823529411766
2018-09-11,74.96285714285712,74.96285714285712
2018-09-12,77.2875,77.2875
2018-09-13,80.31595238095238,80.31595238095238
2018-09-14,77.33541666666667,77.33541666666669
2018-09-15,73.27199999999998,73.27199999999998
2018-09-16,74.50647058823529,74.50647058823529
2018-09-18,82.91499999999998,82.91499999999998
2018-09-19,79.245,79.245
2018-09-20,79.49100000000001,79.49100000000001
2018-09-21,77.33583333333334,77.33583333333334
2018-09-22,71.97333333333333,71.97333333333333
2018-09-23,70.16833333333332,70.16833333333332
2018-09-24,82.92333333333333,82.92333333333333
2018-09-25,78.58875,78.58875
2018-09-26,72.345,72.345
2018-09-27,69.13625,69.13625
2018-09-28,73.05250000000002,73.05250000000002
2018-09-29,74.24083333333334,74.24083333333333
2018-09-30,76.05,76.05
2018-10-01,76.01750000000001,76.01750000000001
2018-10-02,77.84125,77.84125
2018-10-03,80.03625,80.03625
2018-10-04,78.93125,78.93125
2018-10-05,79.52208333333334,79.52208333333333
2018-10-06,76.2275,76.2275
2018-10-07,75.88749999999997,75.88749999999997
2018-10-08,73.93958333333333,73.93958333333333
2018-10-09,71.0875,71.0875
2018-10-10,67.35125,67.35125
2018-10-11,65.60166666666666,65.60166666666666
2018-10-12,70.18166666666667,70.18166666666667
2018-10-13,71.38125,71.38125
2018-10-14,70.11291666666668,70.11291666666668
2018-10-15,51.56125,51.56125
2018-10-16,48.51916666666666,48.51916666666666
2018-10-17,52.56666666666667,52.56666666666667
2018-10-18,55.539852941176484,55.539852941176484
2018-10-19,60.69147058823529,60.69147058823529
2018-10-20,63.994558823529424,63.994558823529424
2018-10-21,61.33625,61.33625
2018-10-22,59.32910714285714,59.32910714285714
2018-10-23,60.84166666666668,60.841666666666676
2018-10-24,57.84416666666666,57.84416666666666
2018-10-25,61.0225,61.0225
2018-10-26,63.44125,63.44125
2018-10-27,65.52625,65.52625
2018-10-28,67.20625000000001,67.20625000000001
2018-10-29,68.56053571428572,68.56053571428572
2018-10-30,71.19041666666666,71.19041666666666
2018-10-31,65.17708333333333,65.17708333333333
2018-11-01,56.55916666666666,56.55916666666666
2018-11-02,57.01708333333333,57.01708333333333
2018-11-03,61.44125000000001,61.44125000000001
2018-11-04,60.50625,60.50625
2018-11-05,66.9775,66.9775
2018-11-06,68.60249999999999,68.60249999999999
2018-11-07,67.19333333333333,67.19333333333333
2018-11-08,60.17875,60.17875
2018-11-09,52.1375,52.1375
2018-11-10,47.31458333333333,47.31458333333333
2018-11-11,50.95375,50.95375
2018-11-12,45.60958333333333,45.60958333333334
2018-11-13,36.75625,36.75625
2018-11-14,39.3575,39.3575
2018-11-15,46.45333333333334,46.45333333333334
2018-11-16,40.6525,40.6525
2018-11-22,56.415000000000006,56.415000000000006
2018-11-23,59.93708333333333,59.93708333333333
2018-11-24,57.964285714285715,57.964285714285715
2018-11-25,58.04125,58.04125
2018-11-26,46.18,46.18
2018-11-27,47.01208333333334,47.01208333333334
2018-11-28,55.89874999999999,55.89874999999999
2018-11-29,62.655,62.655
2018-11-30,64.95625000000001,64.95625000000001
2018-12-01,63.57249999999999,63.57249999999999
2018-12-02,54.4,54.4
2018-12-03,51.2425,51.2425
2018-12-04,45.23958333333334,45.23958333333334
2018-12-05,46.65625,46.65625
2018-12-06,52.65125000000001,52.65125000000001
2018-12-07,49.80375,49.80375
2018-12-08,43.4325,43.4325
2018-12-09,41.5825,41.5825
2018-12-10,43.26625,43.26625
2018-12-11,45.75708333333333,45.75708333333333
2018-12-12,54.64125,54.64125
2018-12-13,55.34083333333334,55.34083333333335
2018-12-14,46.43125,46.43125
2018-12-15,48.07571428571429,48.075714285714284
2018-12-16,49.34107142857143,49.34107142857143
2018-12-17,51.1075,51.1075
2018-12-18,50.3925,50.3925
2018-12-19,54.575,54.575
2018-12-20,52.91625000000001,52.91625000000001
2018-12-21,49.3425,49.3425
2018-12-22,56.43375,56.43375
2018-12-23,51.56625,51.56625
2018-12-24,51.07541666666667,51.07541666666667
2018-12-25,57.2,57.2
2018-12-26,62.24732142857143,62.24732142857143
2018-12-27,54.71625,54.71625
2018-12-28,43.77208333333334,43.77208333333334
2018-12-29,40.5775,40.5775
2018-12-30,40.14,40.14
2018-12-31,45.10833333333333,45.108333333333334
2019-01-01,39.1175,39.1175
2019-01-02,36.374,36.374
2019-01-03,40.796,40.796
2019-01-04,46.541,46.541
2019-01-05,50.02164285714286,50.02164285714286
2019-01-06,56.981,56.98100000000001
2019-01-07,63.092,63.092
2019-01-08,57.0065,57.0065
2019-01-09,52.21250000000001,52.21250000000001
2019-01-10,52.18250000000001,52.18250000000001
2019-01-11,54.2255,54.2255
2019-01-12,52.538000000000004,52.538000000000004
2019-01-13,42.395,42.395
2019-01-14,42.5795,42.5795
2019-01-15,47.32850000000001,47.32850000000001
2019-01-16,53.1425,53.1425
2019-01-17,56.75,56.75
2019-01-18,58.73,58.73
2019-01-19,50.267,50.267
2019-01-20,43.193000000000005,43.193000000000005
2019-01-21,51.242428571428576,51.242428571428576
2019-01-22,56.732,56.732
2019-01-23,43.4065,43.4065
2019-01-24,43.583,43.583
2019-01-25,44.233999999999995,44.233999999999995
2019-01-26,48.06050000000001,48.06050000000001
2019-01-27,51.08,51.08
2019-01-28,51.2765,51.2765
2019-01-29,41.4125,41.4125
2019-01-30,44.198,44.198
2019-01-31,52.098928571428566,52.098928571428566
2019-02-01,57.059,57.059
2019-02-02,60.6005,60.6005
2019-02-03,63.623000000000005,63.623000000000005
2019-02-04,65.68099999999998,65.68099999999998
2019-02-05,65.51750000000001,65.51750000000001
2019-02-06,67.811,67.811
2019-02-07,55.663999999999994,55.66399999999999
2019-02-08,35.2835,35.2835
2019-02-09,36.953,36.953
2019-02-10,44.8445,44.8445
2019-02-11,53.98650000000001,53.98650000000001
2019-02-12,52.74950000000001,52.74950000000002
2019-02-13,50.4335,50.4335
2019-02-14,61.6385,61.6385
2019-02-15,62.93900000000001,62.93900000000001
2019-02-16,53.63364285714286,53.63364285714286
2019-02-17,53.771,53.771
2019-02-18,44.89100000000001,44.89100000000001
2019-02-19,41.417,41.417
2019-02-20,46.9505,46.95049999999999
2019-02-21,51.958999999999996,51.958999999999996
2019-02-22,53.2085,53.2085
2019-02-23,59.5625,59.5625
2019-02-24,49.778,49.778
2019-02-25,53.4245,53.42450000000001
2019-02-26,59.5055,59.5055
2019-02-27,57.3455,57.3455
2019-02-28,46.6895,46.6895
2019-03-01,52.3475,52.3475
2019-03-02,51.683,51.683
2019-03-03,43.551,43.551
2019-03-04,30.6935,30.6935
2019-03-05,35.236999999999995,35.236999999999995
2019-03-06,43.445,43.445
2019-03-07,58.118,58.117999999999995
2019-03-08,65.714,65.714
2019-03-09,68.855,68.855
2019-03-10,59.8535,59.8535
2019-03-11,58.691,58.691
2019-03-12,63.1565,63.1565
2019-03-13,69.86600000000001,69.86600000000001
2019-03-14,61.93400000000001,61.93400000000001
2019-03-15,51.62171428571429,51.62171428571429
2019-03-16,51.59700000000001,51.59700000000001
2019-03-17,53.4695,53.4695
2019-03-18,55.0085,55.0085
2019-03-19,57.578,57.578
2019-03-20,58.3475,58.3475
2019-03-21,59.6615,59.6615
2019-03-22,62.726000000000006,62.726000000000006
2019-03-23,65.94050000000001,65.94050000000001
2019-03-24,67.6685,67.6685
2019-03-25,66.143,66.143
2019-03-26,63.146,63.146
2019-03-27,64.709,64.709
2019-03-28,67.56649999999999,67.56649999999999
2019-03-29,68.2875,68.2875
2019-03-30,59.4815,59.4815
2019-03-31,47.582,47.582
2019-04-01,50.3825,50.3825
2019-04-02,56.5145,56.5145
