DATE,AL,GA,T_WA
2019-11-26,61.13428571428572,49.62875,53.26351547640723
2019-11-27,68.76500000000001,61.8575,64.03967935711668
2019-11-28,56.6375,53.74625,54.65963777651301
2019-11-29,55.8725,54.14,54.687321858299626
2019-11-30,63.13999999999999,59.86625,60.900475069903834
2019-12-01,63.7475,61.91375000000001,62.4930582006678
2019-12-02,44.6225,47.24375,46.41565913646875
2019-12-03,40.01,40.56125,40.38710213599557
2019-12-04,47.255,45.545,46.085213782217814
2019-12-05,47.5925,49.24625,48.72380640798673
2019-12-06,52.1375,50.32625,50.89845012458598
2019-12-07,55.715,55.25375,55.39946555967717
2019-12-08,59.765,52.06999999999999,54.500962019980136
2019-12-09,67.41499999999999,56.52500000000001,59.96530882359764
2019-12-10,61.88,61.37375,61.5336817118408
2019-12-11,45.77,47.62625,47.0398337232504
2019-12-12,43.8575,43.0025,43.27260689110891
2019-12-13,46.625,43.7825,44.68048694500241
2019-12-14,51.1475,48.965,49.6544833799359
2019-12-15,54.0275,48.66125,50.35652614551247
2019-12-16,66.74000000000001,58.56125,61.14503565573914
2019-12-17,52.61,59.5175,57.335320642883325
2019-12-18,41.36,41.81,41.667838478363734
2019-12-19,38.75,38.3675,38.48833729339083
2019-12-20,44.1275,40.82,41.86488718402655
2019-12-21,51.4175,48.245,49.24723872753567
2019-12-22,50.99,47.32250000000001,48.481116401335576
2019-12-23,53.5775,54.93875,54.50871139705029
2019-12-24,61.61,60.3725,60.76344418449973
2019-12-25,58.235,53.071250000000006,54.70255346077616
