DATE,DE,NJ,OH,VA,WV,T_WA
2015-07-28,77.0,80.73500000000001,77.9375,78.22250000000003,77.1575,78.72092140331922
2015-07-29,80.0,83.14250000000001,79.69625,79.2325,77.050625,80.39296908325915
2015-07-30,80.0,81.14,76.26875000000003,81.065,76.195625,79.02057529815076
2015-07-31,82.5,81.3875,74.82875000000001,78.81125,71.16125,77.75118824946539
2015-08-01,78.5,81.1175,72.98750000000003,78.10624999999997,71.74062500000002,76.72225132780085
2015-08-02,79.0,80.015,75.30875,76.235,70.03625,76.68463327788623
2015-08-03,77.0,81.36500000000002,72.935,77.88875,72.37625,76.70363592031055
2015-08-04,78.5,81.86000000000001,71.10874999999999,80.78,73.64750000000002,77.06340117904905
2015-08-05,81.0,79.4975,69.75875,80.87375,73.49000000000002,76.0025533091073
2015-08-06,78.0,75.02,66.20750000000001,75.545,68.19125,71.63574683989161
2015-08-07,74.5,73.60249999999998,68.525,72.47,70.210625,71.27377920261824
2015-08-08,75.0,72.14,71.525,73.955,71.78,72.4676457925461
2015-08-09,72.0,73.37750000000003,74.25875,75.08375000000002,73.4675,74.12060200035486
2015-08-10,74.0,73.73750000000003,74.12,72.98375,72.9725,73.64093007746908
2015-08-11,71.0,74.525,72.06125,76.655,72.051875,73.9450969887611
2015-08-12,77.0,76.28,67.65875,75.57124999999998,69.15687500000001,72.54988912506919
2015-08-13,74.5,74.77250000000002,67.94,72.8075,66.42017857142858,71.26253884619042
2015-08-14,73.0,75.13250000000002,72.9719642857143,73.32875000000001,67.341875,73.35388940868613
2015-08-15,72.0,79.655,73.75625000000002,74.34125,70.941875,75.34485461671848
2015-08-16,75.5,81.25250000000003,75.57874999999999,75.5675,72.21875,76.96554733291511
2015-08-17,77.0,81.635,75.87125,77.45,72.775625,77.7606869320182
2015-08-18,78.5,80.375,74.82875,77.2325,71.97125,76.96957673572415
2015-08-19,79.0,79.745,76.14500000000002,77.88125,74.62625,77.61503305107001
2015-08-20,81.0,80.015,71.39000000000001,77.81,72.1625,75.84990258526727
2015-08-21,80.0,79.11500000000002,66.20000000000002,76.17500000000003,66.12125,72.88760298771962
2015-08-22,80.0,74.975,66.85999999999999,73.19375,66.329375,71.18925449332141
2015-08-23,73.5,75.53,72.50714285714288,74.8675,72.71857142857144,74.0238688958435
2015-08-24,71.5,76.505,67.48625,76.54625000000001,70.446875,72.7149337668506
2015-08-25,75.0,80.24,61.19,75.47375,64.101875,70.90963258554258
2015-08-26,75.0,73.64750000000002,60.95375,72.26750000000001,62.819375,68.05506530131802
2015-08-27,72.0,71.7575,64.4975,71.09375,62.661875,68.4131705539055
2015-08-28,70.5,71.105,64.76375,71.88875000000002,65.946875,68.68076266402352
2015-08-29,70.5,73.535,69.3575,73.20875,69.456875,71.59353088320906
2015-08-30,72.0,78.66499999999998,73.94,75.3675,70.34562500000001,75.37765736307962
2015-08-31,76.5,81.8375,74.40125,76.4075,72.6575,76.97690721548082
2015-09-01,80.5,79.6325,75.845,78.1325,72.34812500000002,77.45867626349039
2015-09-02,81.0,78.10249999999998,75.95000000000002,78.54125,72.43812500000001,77.20060834274969
2015-09-03,81.0,81.14,75.60607142857144,78.16857142857144,72.36982142857143,77.81731195614599
2015-09-04,82.0,76.865,72.6575,78.58625,72.92750000000002,75.71836341411245
2015-09-05,80.0,72.72500000000002,74.57375,75.89375000000003,72.5,74.46121986078535
2015-09-06,74.0,71.105,76.37,74.19875000000002,72.905,74.05406693831748
2015-09-07,72.0,76.1225,78.6275,74.85125,72.78125,76.38692875655106
2015-09-08,77.5,80.87,78.6575,77.12375,73.574375,78.54215540623377
2015-09-09,80.0,80.39750000000002,73.7675,78.97999999999998,72.545,77.13271002631718
2015-09-10,82.5,74.61500000000002,69.36125000000001,76.0175,69.18125,72.9991826694192
2015-09-11,75.0,72.5,63.21125,72.98375,67.81437500000001,69.03587804568845
2015-09-12,73.5,71.48750000000003,58.29875,71.07874999999999,60.05750000000001,65.9599500708992
2015-09-13,70.5,69.485,56.08625,65.46125,54.97812500000001,62.708853965024794
2015-09-14,65.0,65.61500000000001,60.035,63.15875,55.686875,62.33375915083102
2015-09-15,64.5,69.14750000000001,65.95625,66.0425,59.91125,66.48428478684122
2015-09-16,68.0,74.03,67.21625,67.90625,63.888125,69.13667688929985
2015-09-17,70.5,73.4375,67.58375,69.15125,64.4675,69.54870645559117
2015-09-18,72.0,70.88,69.81875,70.22,65.77812500000002,70.06139417625401
2015-09-19,70.0,71.735,68.93375,72.60875000000001,68.58500000000001,70.71152521533305
2015-09-20,73.5,71.6225,59.37125,71.76125000000002,62.628125,66.71821874076404
2015-09-21,71.0,64.5125,60.005,65.9075,61.390625,63.25565294676372
2015-09-22,67.0,66.98750000000001,62.42375,66.92750000000001,63.46625,65.10009638842402
2015-09-23,68.5,65.345,63.20375,67.0325,65.058125,65.09188404964732
2015-09-24,67.5,66.0425,65.04124999999999,66.7325,62.97125,65.73191860911933
2015-09-25,65.5,67.86500000000001,65.9525,67.2125,61.37375,66.55161802408925
2015-09-26,69.5,66.6275,65.63750000000002,65.55125,61.69437500000001,65.78658308411944
2015-09-27,68.0,65.3675,66.64625000000001,67.17875000000001,63.348125,66.28840704199784
2015-09-28,69.0,70.11500000000001,69.3425,71.345,68.88875,70.05807017101928
2015-09-29,73.5,73.625,68.04875,73.5425,68.23625000000001,71.25103640860429
2015-09-30,75.5,73.4375,59.105,72.9875,64.1075,67.59904778883006
2015-10-01,73.0,58.505,54.15875,61.07375,58.49375000000001,58.041167954366614
2015-10-02,61.0,53.1275,51.38,56.3675,53.53571428571429,53.61775989647259
2015-10-03,54.0,54.665,47.365,59.105,51.910357142857144,53.00160247282001
2015-10-04,55.5,58.01,57.545,58.73625,58.75812499999999,57.999335441346865
2015-10-05,58.5,57.155,60.8975,59.16875,60.693125,59.306853083785285
2015-10-06,58.0,59.2475,61.14125,59.285,56.755625,59.77383531722034
2015-10-07,60.5,62.352500000000006,63.53,63.12875,60.3725,62.824291017639844
2015-10-08,64.5,61.2725,63.56,64.505,62.189375,63.127248496774826
2015-10-09,63.5,67.2575,62.61500000000001,67.925,63.708125,65.41927885647584
2015-10-10,68.5,57.155,52.09625,59.03,56.49125,56.111150542179956
2015-10-11,55.5,55.0175,56.77625000000001,56.77625,53.774375000000006,56.07834535793856
2015-10-12,55.5,59.24749999999999,62.765,59.86125,56.48562500000001,60.43209351604208
2015-10-13,59.0,65.3675,57.32375,65.87,60.72687500000001,62.09660801872652
2015-10-14,66.0,61.63249999999999,51.89375,62.06375,55.844375,57.98434770422402
2015-10-15,60.5,55.61,50.68392857142857,57.31875,50.534375,54.1250048818758
2015-10-16,56.5,56.615,47.7425,55.133750000000006,51.468125,52.67147975072805
2015-10-17,55.5,48.605,40.31,50.105,42.24875,45.81781906317534
2015-10-18,49.0,40.505,39.73625,43.6475,38.8625,41.23180952755209
2015-10-19,43.5,41.0225,47.225,43.5425,41.84375,44.09394955509759
2015-10-20,44.0,56.0975,59.5025,52.4075,48.700625,55.57256592030348
2015-10-21,55.0,61.02500000000001,60.29375,56.94875,50.68625,58.89979538630528
2015-10-22,58.5,62.6225,61.96625,61.43625000000001,56.51375,61.594713499036175
2015-10-23,61.0,56.6375,53.55875,62.06875,60.1925,57.29605217184947
2015-10-24,55.5,48.1325,60.40625,56.0975,59.83812500000001,55.65011716467484
2015-10-25,49.5,61.115,52.42,60.77,55.660357142857144,57.17221541031013
2015-10-26,58.5,50.36,46.28375,53.06375,50.37125,49.838451046380726
2015-10-27,48.5,48.6275,49.59875,51.60875,48.79062500000001,49.78735530770907
2015-10-28,49.0,61.745,56.65625,64.5125,61.930625000000006,60.240929632437236
2015-10-29,64.5,66.245,46.67375,64.80125000000001,56.48,58.078361333257725
2015-10-30,64.5,52.7675,44.75,53.10875,41.500625,49.643454625401446
2015-10-31,50.0,47.255,47.95625,48.90125,45.4775,47.93696314642271
2015-11-01,47.5,57.2225,55.655,58.99250000000001,54.59,56.67657724576065
2015-11-02,59.0,57.852500000000006,52.89125,58.28375,54.725,56.007688814799934
2015-11-03,55.5,55.6475,56.345,58.62125,59.405,56.906445237141675
2015-11-04,57.0,56.75,60.43250000000001,58.90375,61.133750000000006,58.93143447460713
2015-11-05,59.0,61.385,66.06125,65.5325,63.67999999999999,64.26686164069147
2015-11-06,62.0,68.135,62.54375,69.21875,63.78125,65.94243802850839
2015-11-07,70.5,62.37500000000001,47.26625,62.21000000000001,52.188125,56.46522527005462
2015-11-08,60.0,50.63,40.6025,49.86125,42.15875,46.55655766200689
2015-11-09,48.5,46.8725,42.96125,48.335,41.9225,45.60112678248045
2015-11-10,46.5,57.24500000000001,47.7725,58.05875,50.94499999999999,53.306433054858516
2015-11-11,59.0,55.3775,46.5275,55.25,45.2525,51.63904147002515
2015-11-12,54.5,54.725,49.19375,56.31125,56.55875,53.217484648313665
2015-11-13,54.0,54.3875,43.1675,55.985,47.046875,50.27586399844836
2015-11-14,53.5,46.5125,40.72625,47.60375000000001,40.595,44.563418663711474
2015-11-15,43.5,46.8725,49.0625,46.81625,41.534375,47.257414819377665
2015-11-16,46.5,55.895,49.505,48.8775,44.31875,50.734279230914396
2015-11-17,55.0,48.2225,54.99875,53.17625,53.00937500000001,52.51047919668843
2015-11-18,49.5,52.385,60.13249999999999,57.31625,60.355625,56.90696432750718
2015-11-19,54.5,61.385,53.645,62.90375,58.499375,58.58052821831255
2015-11-20,61.5,55.2425,39.0425,51.99875,41.8775,47.87227159836845
2015-11-21,48.0,44.1275,39.81125,44.32250000000001,42.36125,42.615764251725295
2015-11-22,44.5,49.37000000000001,30.42125,45.11375,34.154375,40.27651805852702
2015-11-23,44.5,38.51,29.4275,35.7425,29.85125,34.134056997371104
2015-11-24,35.0,37.3775,36.07625,39.82,38.249375,37.530764862180725
2015-11-25,39.0,38.9975,43.44125,42.1175,42.670625,41.66936081904447
2015-11-26,41.5,45.1175,53.82875,48.78875,51.7325,49.556881315392914
2015-11-27,49.0,51.89,55.15625,51.05,52.655,52.81764286857225
2015-11-28,52.5,56.255,41.16875,55.62875,55.6925,50.40816232325794
2015-11-29,57.0,43.2275,36.8825,54.095,49.600625,44.58995525238747
2015-11-30,48.5,41.6525,37.4675,44.20625,47.55875,41.34287519719057
2015-12-01,45.0,50.675,47.5325,47.69375,52.85187500000001,48.673151915866455
2015-12-02,53.5,53.2625,39.4175,54.81875,49.47125,48.39578650896441
2015-12-03,56.0,48.852500000000006,35.75642857142857,47.34071428571429,35.4425,43.109096948615345
2015-12-04,46.5,44.15,33.27125,40.0475,33.87875,38.555905495475436
2015-12-05,42.5,41.0,31.64428571428572,40.95125,35.796875,37.30906602047871
2015-12-06,40.0,41.63,34.5575,40.40107142857143,37.00625,38.3973176957498
2015-12-07,40.5,43.97,38.65625,43.92125,40.51062500000001,41.707634839939146
2015-12-08,42.0,42.26,40.0775,43.9475,42.47375,41.91557129557031
2015-12-09,41.5,41.3675,44.44821428571429,43.31,43.31589285714285,43.13113527048815
2015-12-10,44.5,53.735,46.76375,52.62750000000001,50.264375,50.40446196027904
2015-12-11,52.5,52.7225,51.27875,54.36875000000001,56.069375,52.815271797618
2015-12-12,51.5,56.8625,60.32,58.5575,60.78875000000001,58.64136843870714
2015-12-13,57.5,59.72,60.29375,58.08875000000001,55.66437500000001,59.197704554219875
2015-12-14,60.0,57.24500000000001,56.95625,61.925,61.323125,58.705883181585236
2015-12-15,62.0,59.7425,43.97,59.79875,49.679375,53.47624679488839
2015-12-16,58.0,48.83,48.05,47.79714285714286,48.32,48.51882326776181
2015-12-17,48.0,54.6125,41.73875,52.4975,49.04375,48.80960000068241
2015-12-18,49.5,47.9975,30.8225,45.83,31.544375,40.23900407835055
